# Default glossary of the lotsawa skill (Czech). To change terminology for your project,
# copy this file to the project root and edit the copy; a same-name file there overrides this one.
# ONE glossary for all texts, not split by cycle. Authority: published Czech translations
# (arbitration by comparing variant counts across them). A cycle's folder is a batch of work,
# not a scope for terminology — there is no per-cycle glossary; a term's line records its
# provenance, but validity is always global.
# Columns: tib \t wylie \t target \t stem \t status \t note
#   tib    = Tibetan
#   wylie  = Wylie transliteration
#   target = target-language rendering
#   stem   = shortest invariant prefix used for drift checks; if empty the full target
#            string is used — non-inflecting languages may leave it empty
#   status = fixed = binding, enforced by `lotsawa.py glossary --check`
#            prov  = provisional, sent to translators but not enforced
#            open  = undecided, not sent to translators
#   note   = attestation count or explicit justification; required for fixed
#
# stem: the SHORTEST invariant prefix (Czech palatalizes: pohřebiště/pohřebišť).
#        Terms whose target-language solution is a verb, or legitimately alternates
#        with a paraphrase, belong in prov — they cannot be enforced.
#        The stem must be DISCRIMINATING: it must not also match a rejected variant.
#        For multi-word terms, pick the word that distinguishes the variants — "tvůrc",
#        not "překáž" (that also matches the wrong "překážeči"; this bug survived
#        checks for years because of it).
# TIBETAN KEY must be just as discriminating as the stem: a short syllable also
#        matches its compounds with a different meaning, and `check` then produces
#        noise in every text. Attested twice:
#        ཐུགས (matches thugs rje = compassion, thugs ka = heart) → narrowed to བླ་མའི་ཐུགས;
#        ཐུན (matches thun mong = ordinary, thun mthar = end of session) → to ཐུན་གྱིས.
#        When a syllable has several meanings, key the whole phrase, not the syllable.
# fixed = ATTESTED IN PUBLISHED CZECH TRANSLATIONS; the occurrence count goes in note.
#        Without support in published Czech translations → prov, or fixed with an explicit
#        justification for why the term cannot appear there. Support is verified by
#        grepping, not by impression.
#
# --- jména a klíčové postavy (provenience Pudri Rekpung / Vadžrakilája)
ལྡིང་གུར	lding gur	zavěšený baldachýn	baldachýn	prov	učitel: hanging canopy | darüber gehängter Baldachindach — Schutzbaldachin über dem Maṇḍala
ལྷར་བསྐྱེད	lhar bskyed	vytvořit jako božstvo	vytvoř	prov	učitel: generate as deity | als Gottheit erzeugen — Erzeugungsstufe; alt: vytváření v podobě božstva
ལྷུན་གྲུབ་རིག་འཛིན	lhun grub rig 'dzin	vidjadhára spontánní přítomnosti	vidjadhár	prov	učitel: vidyādhara of spontaneous presence | Gewahrseinshalter der spontanen Gegenwart — vierte Vidyādhara-Stufe
ལོ་རྒྱུས	lo rgyus	historie linie	histori	prov	učitel: history (of the lineage) | Liniengeschichte — Linien-Erzählung
ལུས་དཀྱིལ	lus dkyil	mandala těla	mandal	prov	učitel: body maṇḍala | Körper-Maṇḍala — Sarma-Bezeichnung für Anuyoga-Praxis
མགུལ་ཆིངས	mgul chings	stuha na hrdle	stuh	prov	učitel: neck-binding (of vase) | Halsbinde — Schmuckband am Vasenhals
མངའ་གསོལ	mnga' gsol	nastolení	nastol	prov	učitel: enthronement | Inthronisierung, Enthronung; alt (dup row): nastolit
མཉམ་པར་བཞག	mnyam par bzhag	setrvávat v rovnováze	setrvá	prov	učitel: to rest in equipoise | ausgeglichen verweilen — meditatives Gleichmaß; alt: dlít v rovnovážném stavu
མཐའ་བྲལ	mtha' bral	bez extrémů	extrém	prov	učitel: free from extremes | frei von Extremen — Madhyamaka-/Dzogchen-Charakteristik
ནུས་ལྡན	nus ldan	Mocný	mocn	prov	učitel: the powerful one | der Wirkkräftige — Beiwort der zu verwirklichenden Gottheit
ཉམས་ཞེན	nyams zhen	lpění na zkušenosti	lpě	prov	učitel: clinging to experience | Festhalten an Erfahrungen
འོག་འགྱུ	'og 'gyu	následný pohyb	pohyb	prov	učitel: subsequent movement, aftermovement | Nachbewegung
འོག་སྒོ	'og sgo	dolní brána	bran	prov	učitel: lower gate | unteres Tor — Perineum/Anus-Verschluss
པདྨ་ཅན	pad+ma can	Nositelka lotosu	nositel	prov	učitel: Lotus-bearer (bhūmi) | Lotus-Träger (Padmavatī); alt: Padmávatí
ཕྱག་རྫོགས་ཟུང་འཇུག	phyag rdzogs zung 'jug	sjednocení mahámudry a dzogčhenu	sjednoc	prov	učitel: union of Mahāmudrā and Dzogchen | Einheit von Mahāmudrā und Großer Vollkommenheit — Philosophische Schlussfolgerung des Textes
ཕྱག་རྒྱ་ཆེན་པོའི་རིག་འཛིན	phyag rgya chen po'i rig 'dzin	vidjadhára mahámudry	vidjadhár	prov	učitel: vidyādhara of Mahāmudrā | Gewahrseinshalter der Mahāmudrā — dritte Vidyādhara-Stufe
ཕྱག་རྒྱ་གཅིག་པ	phyag rgya gcig pa	jediná mudra	mudr	prov	učitel: single mudrā | Einzel-Mudrā — Bezeichnung für die verdichtete Praxisform
རང་གྲོལ	rang grol	sebeosvobození	sebeosvobo	prov	učitel: self-liberation | selbst Befreien
རིག་ངོ	rig ngo	tvář rigpy	tvář	prov	učitel: face of awareness | Gewahrseinsantlitz; alt: tvář vědomí
རིག་ཙཀ	rig tsak	tsakli družky poznání	tsakli	open	učitel: awareness consort tsakli | Tsakli der Gewahrseinsdame
རྗེས་སུ་བཟུང་བ	rjes su bzung ba	přijmout do své péče	péč	prov	učitel: to take into care, embrace | sich annehmen
རྗེས་ཟློས	rjes zlos	opakovat po mistrovi	opakov	prov	učitel: to repeat after | nachsprechen
རྐྱང་མ	rkyang ma	lalaná	lalan	prov	učitel: lalanā | Lalanā — Linker Seitenkanal
རླུང་ཁུག	rlung khug	zadržení větru	zadrž	prov	učitel: wind retention | Windanhaltung — Dauer des Anhaltens
རྣམ་པར་རྒྱལ་མ	rnam par rgyal ma	Vidžajá	vidžaj	prov	učitel: Vijayā, Uṣṇīṣavijayā | Vijayā, Uṣṇīṣavijayā — Erscheint als Emanation bei der Mantra-Rezitation; alt: Ušníšavidžajá
རྣམ་སྨིན་རིག་འཛིན	rnam smin rig 'dzin	vidjadhára úplného zrání	vidjadhár	prov	učitel: vidyādhara of complete maturation | Völlig Gereifter Gewahrseinshalter — erste der vier Vidyādhara-Stufen
རོ་མ	ro ma	rasaná	rasan	prov	učitel: rasanā | Rasanā — Rechter Seitenkanal
རྩ་འདབ	rtsa 'dab	plátek kanálu	plát	prov	učitel: channel petal | Kanalblatt — Nebenverzweigungen der Chakras
རྩ་ཁམས	rtsa khams	prvky kanálů	prvk	prov	učitel: channel elements | Kanalelemente — Subtilkörper-Komponenten
ས་ནོན	sa non	dosažení stupně	dosaž	prov	učitel: level/ground attainment | Stufe erreichen / Stufe meistern — Bhūmi-Erlangung; alt: zvládnutí stupně
སྒོ་འབྱེད	sgo 'byed	otevření brány	otevř	prov	učitel: gate-opening | Toröffnung
ཤར་གྲོལ	shar grol	osvobození ve vyvstání	osvobo	prov	učitel: arising-liberation | erhebend Befreien
ཤུན་པ	shun pa	skořápka	skořáp	prov	učitel: shell, husk | Schale, Hülle; alt: obal; alt (dup row): obal
སིན་དྷུ	sin d+hu	sindúra	sindúr	prov	učitel: sindūra (red vermillion paste) | Sindūra (rotes Zinnoberpulver) — rituelle Farbpaste
སྐལ་ལྡན	skal ldan	obdařený štěstím	obdař	prov	učitel: endowed with [good] fortune | Glücklicher — Beiwort des qualifizierten Schülers; alt: šťastlivec
སྐལ་པ་མཆོག་ལྡན	skal pa mchog ldan	obdařený nejvyšším štěstím	obdař	prov	učitel: endowed with supreme fortune | höchst Glücksveranlagung — gesteigerte Form von skal ldan
སྨིན་བྱེད	smin byed	zrání	zrán	prov	učitel: ripening, maturation | Reifung; alt: dozrávání
སྔོན་གཏོར	sngon gtor	přípravná torma	přípravn	prov	učitel: preliminary torma | Vorbereitungs-Torma
སྙན་རྒྱུད	snyan rgyud	šeptaná linie	šeptan	prov	učitel: whispered lineage | gehörte Linie — Mündliche Geheimlinie
ཐར་པ་ཆེན་པོའི་གཞལ་མེད་ཁང	thar pa chen po'i gzhal med khang	velký palác osvobození	palác	prov	učitel: great palace of liberation | Palast der Vollständigen Befreiung — Bezeichnung des Maṇḍala-Palastes
ཚེ་འབྲང་རྒྱས	tshe 'brang rgyas	amulet dlouhého života	amulet	prov	učitel: longevity amulet | Langlebens-Amulett
ཚེ་བུམ	tshe bum	váza dlouhého života	váz	prov	učitel: longevity vase | Langlebens-Vase
ཚེ་ལ་དབང་བའི་རིག་འཛིན	tshe la dbang ba'i rig 'dzin	vidjadhára s vládou nad životem	vidjadhár	prov	učitel: vidyādhara of life-mastery | Gewahrseinshalter mit Macht über die Lebensdauer — zweite Vidyādhara-Stufe
ཚེ་རིལ	tshe ril	pilulky dlouhého života	pilulk	prov	učitel: longevity pills | Langlebens-Pillen; alt: kuličky dlouhého života
ཡབ་ཡུམ་སྦྱོར་བ	yab yum sbyor ba	sjednocení otce a matky (jab-jum)	sjednoc	prov	učitel: yab-yum union | Vereinigung von Vater und Mutter (Yab-Yum) — tantrische Vereinigung
ཡན་ལག་བདུན་པ	yan lag bdun pa	sedm větví	větv	prov	učitel: seven branches | Sieben Zweige — klassische sieben Anbetungsglieder; alt: sedmičlenná praxe
ཡེ་ཤེས་དབབ	ye shes dbab	sestoupení moudrosti	sestoup	prov	učitel: descent of wisdom | Herabbringen der Weisheit — Wesentliches Element der Ermächtigung
ཡིད་བཟླས	yid bzlas	recitace v mysli	recitac	prov	učitel: mental recitation | Stille Rezitation — Rezitation nur im Geist; alt: tichá recitace
ཟིལ་དངར	zil dngar	zářivý lesk	lesk	prov	učitel: radiant splendor | strahlender Glanz — Teil des Texttitels; alt: sálající nádhera
བག་ཆགས	bag chags	návykové tendence	návyk	prov	učitel: vāsanā, habitual tendencies, latent imprints | Gewohnheitsprägungen — daraus entstehen dann die Gewohnheitstendenzen; alt: vásaná, latentní vtisky
བན་བོན	ban bon	následovníci falešných cest	následovn	prov	učitel: followers of false paths | Anhänger falscher Wege
བར་ཆད	bar chad	přerušující překážka	přerušuj	prov	učitel: interrupting obstacle | Unterbrechungshindernis — interrupting obstacle
བར་དོ	bar do	bardo	bardo	prov	učitel: bardo, intermediate | Bardo, Zwischenzustand; alt: mezistav
བར་སྣང	bar snang	vzdušný prostor	vzdušn	prov	učitel: atmosphere, air space | Luftraum — einer der drei Räume – Himmelsraum, Luftraum, Erdboden
བཅོལ་བ	bcol ba	svěřit	svěř	prov	učitel: to entrust | überantworten
བཅོམ་ལྡན་འདས	bcom ldan 'das	Bhagaván	bhagaván	prov	učitel: Bhagavat | Bhagavat; alt: Vznešený
བཅོས་བསླད	bcos bslad	zkažený výmysly	zkaž	prov	učitel: corrupted by fabrications | verdorben durch Erfindungen — auch bcos slad
བཅུད	bcud	elixír	elixír	prov	učitel: essence, elixir | Elixier; alt: esence
བཅུད་ལེན	bcud len	získávání esence	získáv	prov	učitel: essence extraction | Essenzextraktion
བདག	bdag	já	já	prov	učitel: self | Selbst; alt: vlastní já
བདག་བསྐྱེད	bdag bskyed	vytváření sebe jako božstva	vytvář	prov	učitel: self creation | Selbstentstehung
བདེ་བ	bde ba	blaženost	blažen	prov	učitel: sukha, bliss | Glückseligkeit; alt: blaho
བདེ་གཤེགས་སྙིང་པོ	bde gshegs snying po	esence sugaty	esenc	prov	učitel: sugatagarbha, sugata essence | Sugata-Natur; alt: sugatagarbha
བདེན་པའི་སྟོབས	bden pa'i stobs	síla pravdy	síl	prov	učitel: power of truth | Kraft der Wahrheit
བདུད་འདུལ	bdud 'dul	krotitel Máry	krotitel	prov	učitel: māra-tamer, taming Māra | Mara-Teufel zähmen; alt: zkrotit Máru
བེམ་སྟོང	bem stong	nečinná prázdnota	nečinn	prov	učitel: inert void | untätiges Nichts, inert void
བཀའ་གཏེར་རྒྱུད	bka' gter rgyud	linie ústní kamy a skryté termy	lini	prov	učitel: oral kama and treasure terma lineages | die mündlichen Kama- und der versteckten Terma-Linien
བཀལ་མེད	bkal med	oheň konce věku	konce věku	open	učitel: eon-fire | Zeitalterfeuer — das Feuer am Ende des Zeitalters
བཀྲ་ཤིས	bkra shis	příznivost	příznivost	prov	učitel: auspiciousness, good fortune | Glücksbitte
བཀྲ་ཤིས་ཤོག	bkra shis shog	kéž je přítomna příznivost	příznivost	prov	učitel: may the auspiciousness be present! | möge das Glück von … gegenwärtig sein!
བླ་ཚེ	bla tshe	duše la a dlouhý život	duš	prov	učitel: la-soul and longevity | La-Seele und Langlebigkeit
བློ	blo	rozum	rozum	prov	učitel: intellect | Verstand; alt: intelekt
བློ་བདེ	blo bde	klidná uvolněnost	uvolněn	prov	učitel: serene ease | heitere Gelassenheit
བློ་འདས	blo 'das	mimo rozum	rozum	prov	učitel: beyond intellect | Verstandesjenseitigkeit
བློ་གྲོས	blo gros	rozumové myšlení	myšlen	prov	učitel: intellectual thinking | Verstandesdenken
བློ་རྡེག	blo rdeg	roztříštění rozumu	roztříšt	prov	učitel: mind-striking, intellect-shattering | den Intellekt zerschmetternd — bezogen auf PHAT
བློས་བྱས	blos byas	vytvořený rozumem	vytvoř	prov	učitel: made by intellect, intellectualized | mit dem Verstand gemacht, intellektualisierend
བོགས་འདོན	bogs 'don	prohloubení	prohlouben	prov	učitel: enhancement | Vertiefung — eine Meditationsstufe abschließen, und in die nächsthöhere gehen
བརྡ་ཐིམ	brda thim	symbol se rozplývá	symbol	prov	učitel: the symbol dissolves | Das Symbol löst sich auf. — Ende eines Terma-Textes
བརྟུལ་ཞུགས	brtul zhugs	jogínské chování	chován	prov	učitel: yogic conduct | yogische Handlungsweise
བསམ་གཏན	bsam gtan	dhjána	dhján	prov	učitel: dhyāna, meditative concentration | (meditative) Konzentration — dhyana; alt: meditativní soustředění
བསམ་མི་ཁྱབ	bsam mi khyab	nepředstavitelný	nepředstavitel	prov	učitel: unthinkable | unvorstellbar, mit Denken nicht zu umspannen
བསང	bsang	očista kouřem	očist	prov	učitel: smoke purification | Rauchreinigung, rauchgereinigt
བསང་སྦྱང	bsang sbyang	očistit a pročistit	očist	prov	učitel: to cleanse and purify | reinigen und läutern
བསྒོམ	bsgom	meditovat	medit	prov	učitel: to meditate | meditieren
བཤགས་པ	bshags pa	vyznání	vyzná	prov	učitel: confession, to confess | Bekenntnis, bekennen; alt: vyznat
བསྐལ་པ	bskal pa	věk	věk	prov	učitel: eon | Weltzeitalter; alt: kalpa
བསྐང་བ	bskang ba	naplnění	naplně	prov	učitel: fulfillment, mending ritual | Erfüllung; alt: rituál napravení
བསྐང་གསོ	bskang gso	naplnění a obnova	naplně	prov	učitel: fulfillment and mending | Erfüllung und Wiederherstellung
བསྐྱང་བ	bskyang ba	chránit	chrán	prov	učitel: to protect | bewahren
བསླུ་མེད	bslu med	neomylný	neomyl	prov	učitel: unfailing | untrüglich; alt: nezklamávající
བསྙེན་སྒྲུབ	bsnyen sgrub	přístup a uskutečnění	přístup	prov	učitel: approach and accomplishment | Annäherung und Verwirklichung
བསོད་སྙོམས	bsod snyoms	obcházení pro almužnu	almužn	prov	učitel: alms round | Almosengang
བསྲུང་འཁོར་གྱི་མེ་རི	bsrung ’khor gyi me ri	ohnivé hory ochranného kruhu	hor	prov	učitel: fire mountains of the protection circle | Feuerberge des Schutzkreises
བཏགས་པ	btags pa	přisuzování	přisuz	prov	učitel: imputation, designation | Zuschreibung; alt: označení
བཙའ་ཐན	btsa' than	sucho	such	prov	učitel: drought | Dürre
བཙན་ས	btsan sa	trůn	trůn	prov	učitel: throne | Thron
བུམ་ཅན	bum can	vázové dýchání	dýchán	prov	učitel: vase breathing | Vasenatmung
བུམ་པ་ཅན	bum pa can	vázové dýchání	dýchán	prov	učitel: vase breathing | Vasenatmung
བྱ་དྲུབ་ཡེ་ཤེས	bya drub ye shes	vše uskutečňující moudrost	uskutečňuj	prov	učitel: all-accomplishing wisdom | alles verwirklichende Weisheit
བྱད་བྱོར	byad byor	kletba	kletb	prov	učitel: curse, sorcery | Fluch, Verwünschung; alt: čarodějnictví
བྱད་མ་རྦོད་གཏོང	byad ma rbod gtong	zaklínači a podněcovatelé	zaklín	prov	učitel: cursers and instigators | Verflucher und Aufhetzer
བྱིན་འབེབས	byin 'bebs	sestoupení požehnání	sestoup	prov	učitel: bringing down blessings | das Herabkommenlassen des Segens — die Gottheiten lassen herabkommen, nicht der Praktizierende!!!
བྱིང	bying	otupělost	otupěl	prov	učitel: dullness | Dumpfheit
བཟློག	bzlog	zpět!	zpět	prov	učitel: back! | zurück!
བཟློག་པ	bzlog pa	odvrátit	odvrá	prov	učitel: to avert, repel | zurückwerfen, Abwehr; alt: odražení
ཆ་བཅུ	cha bcu	desetinásobný	desetinásob	prov	učitel: tenfold, ten-part | zehnfach; alt: desetidílný
ཆ་ལུགས	cha lugs	výstroj	výstroj	prov	učitel: equipment, accoutrements | Ausstattung; alt: úbor
ཆད་ཆོད་ཡད་ཡུད	chad chod yad yud	odťatý a prchavý	odťat	prov	učitel: cut off and passing | abgetrennt und vorübergehend — Beschreibung des Umgangs mit Gedankenketten in rjes thob
ཆགས	chags	lpění	lpě	prov	učitel: desire | Begierde; alt: žádostivost (glosář má chags = lpění v chags thogs)
འཆར་བ	'char ba	vyvstávat	vyvst	prov	učitel: to arise | sich erheben
ཆས	chas	náčiní	náčin	open	učitel: requisites, attire | Requisiten — Ausrüstung, Kleider; alt: výstroj, oděv
ཆོས	chos	dharma	dharm	prov	učitel: Dharma | Dharma
ཆོས་འབྱུང	chos 'byung	zdroj dharmy	zdroj	prov	učitel: source of Dharma | Dharma-Quelle
ཆོས་ཅན	chos can	podmíněný jev	podmíněn	prov	učitel: conditioned dharma phenomenon | bedingte Dharmas
ཆོས་དབྱིངས	chos dbyings	dharmadhátu	dharmadhát	prov	učitel: dharmadhātu, basic space of Dharma | Dharma-Grundraum; alt: základní prostor dharmy
ཆོས་དབྱིངས་ཡེ་ཤེས	chos dbyings ye shes	moudrost dharmadhátu	moudrost	prov	učitel: dharmadhātu wisdom | Weisheit des Dharma-Grundraums
ཆོས་ཉིད	chos nyid	dharmata	dharmat	prov	učitel: dharmatā, Dharma suchness | Dharma-Soheit
ཆོས་ཉིད་du 'dzin pa་ཟད་པ	chos nyid [du 'dzin pa] zad pa	vyčerpání [uchopování] v dharmatě	vyčerpán	prov	učitel: exhaustion [of grasping] into dharmatā | Erschöpfen [des Ergreifens] in der Dharma-Natur
ཆོས་ཉིད་མངོན་སུམ	chos nyid mngon sum	přímé vnímání dharmaty	vnímán	prov	učitel: direct perception of dharmatā | die Offensichtlichkeit der Dharma-Natur — Thögäl
ཆོས་ཉིད་ནམ་མཁའི་ཀློང་མཛོད་ལས	chos nyid nam mkha'i klong mdzod las	Z pokladnice prostoru nebes dharmaty	pokladnic	prov	učitel: From the Treasurehouse of the Expanse of the Dharmatā | Aus dem Schatzhaus der Himmelweite der Dharmatā — Terma Titel
ཆུ་ཤེལ	chu shel	křišťál	křišťál	prov	učitel: crystal | Bergkristall; alt: horský křišťál
ཅོག་བཞག	cog bzhag	pouhé spočívání	spočív	prov	učitel: bare resting | bloßes Ruhen; alt: holé spočinutí
དད་པ	dad pa	víra	vír	prov	učitel: faith, trust | Vertrauen; alt: důvěra
དག་མཉམ	dag mnyam	čistota a rovnost	čistot	prov	učitel: equal purity, purity and equality | ausgeglichen rein, Reinheit und Ausgeglichenheit; alt: rovnostná čistota
དག་སྣང་ཡེ་ཤེས་དྲྭ་བ་ལས	dag snang ye shes drwa ba las	Ze sítě moudrosti čistých jevů	sít	prov	učitel: From the Wisdom Net of Pure Apperances | Aus dem Weisheitsnetz reiner Erscheinung — Terma Titel
དལ་འབྱོར	dal 'byor	svobody a obdaření	svobod	prov	učitel: freedoms and endowments | Freiheiten und Ausstattungen; alt: volnosti a obdaření
དམ་པའི་ཆོས	dam pa'i chos	svatá Dharma	dharm	prov	učitel: the holly Dharma | der Heilige Dharma; alt: vznešená Dharma
དམ་ཚིག་པ	dam tshig pa	bytosti samají	samaj	prov	učitel: samaya being | Samaya-Wesen — Plural!!!
དམ་ཚིག་སྒྲོལ་མ	dam tshig sgrol ma	Samajatára	Samajatár	prov	učitel: Samayatārā | Samayatārā
དབང་བསྡུས་ཟིལ་གནོན	dbang bsdus zil gnon	podmanění a pokoření nádherou	podman	prov	učitel: bringing under control and subduing with splendor | Unter Macht Bringen und Unterwerfen mit Glanz
དབང་སྐུར་བ	dbang skur ba	udělit zplnomocnění	uděl	prov	učitel: to grant empowerment | die Ermächtigung gewähren — immer diese Formurlierung nehmen!
དབང་ཐང	dbang thang	činorodost	činorod	open	učitel: diligence, vigor | Tatkraft; alt: životní síla, průbojnost
དབུགས་འབྱིན	dbugs 'byin	vydechnout úlevou	vydech	prov	učitel: drawing the breath of relief | den Atem der Erleichterung schöpfen; alt: dodat úlevu
དབུར་རྒྱན	dbur rgyan	ozdoba na temeni	ozdob	prov	učitel: crown ornament | Scheitelschmuck
དབྱིངས	dbyings	základní prostor	prostor	prov	učitel: basic space | Grundraum
དེ་གཤེགས་སྙིང་པོ	de gshegs snying po	buddhovská přirozenost	přirozenost	prov	učitel: tathāgatagarbha, buddha nature | Buddha-Natur; alt: tathágatagarbha
དགའ་བ	dga' ba	radost	radost	prov	učitel: joy | Freude
དགའ་སྟོན	dga' ston	hostina	hostin	prov	učitel: feast, banquet | Festmahl; alt: slavnostní hostina
དགེ་བ	dge ba	ctnostný	ctnostn	prov	učitel: virtuous | heilsam, das Heilsame; alt: prospěšný, dobré
དགེའོ	dge'o	Ctnost!	ctnost	prov	učitel: Virtue! | Heilsam!
དགོངས	dgongs	osvícený záměr	záměr	prov	učitel: intention, enlightened intent | Geistabsicht
དགོས་པ	dgos pa	nezbytný	nezbytn	prov	učitel: necessery | unerlässlich
དགུ་གཏོར	dgu gtor	rituál devíti torem	rituál	prov	učitel: nine-torma ritual | der Neunfach-Torma
དཀར་འཇམ་རྟའི་སྒྲོན་མ	dkar 'jam rta'i sgron ma	lampa jemného bílého kanálu	lamp	prov	učitel: lamp of the soft white channel | Lampe des weichen, weißen Kanals
དམིགས་པ	dmigs pa	vizualizace	vizualizac	prov	učitel: visualization, to visualize | Visualisation, visualisieren; alt: vizualizovat
དངོས་སྒྲུབ	dngos sgrub	uskutečnění	uskuteč	prov	učitel: accomplishment | Verwirklichung; alt: dosažení
དོ་ཤལ	do shal	středně dlouhý náhrdelník	náhrdelník	prov	učitel: middle lenght necklace | mittellange Halskette
དོར་སྟབས	dor stabs	postoj v kroku	postoj	prov	učitel: striding stance | Schreitstellung; alt: kročný postoj
དཔའ་བོ	dpa' bo	hrdina	hrdin	prov	učitel: vīra, hero | Held — Vira; alt: vira
དཔལ	dpal	sláva	sláv	prov	učitel: splendor, glory | Pracht, Glorie; alt: nádhera | kontext: substantivum „sláva“ jen samostatně; jako epiteton před jménem adjektivně „slavný“ (dle dpal chen)
དཔལ་དང་ལྡན་པའི་ཞིང	dpal dang ldan pa'i zhing	říše naplněná slávou	říš	prov	učitel: Śrīmat, realm filled with glory | Land erfüllt mit Herrlichkeit — Śrīmat; alt: Šrímat
དཔེའི་ཡེ་ཤེས	dpe'i ye shes	moudrost příkladu	moudrost	prov	učitel: example wisdom | Beispielsweisheit
དྲན་པ	dran pa	pamatovat si	pamat	prov	učitel: smṛti, to remember, to be mindful | erinnern, vergegenwärtigen, gegenwärtig halten; alt: všímavost, mít na mysli
དྲན་རིག	dran rig	bdělé uvědomění	uvědom	prov	učitel: mindful awareness | Wachheitsgegenwart
དྲན་ཤེས	dran shes	bdělá všímavost	všímavost	prov	učitel: alert mindfulness | wacher Achtsamkeit
དྲེགས་པའི་སྡེ་བརྒྱད	dregs pa'i sde brgyad	osm tříd pyšných	tříd	prov	učitel: eight classes of the arrogant | die acht Klassen der Hochmütigen
དྲི་མེད	dri med	neposkvrněný	neposkvrn	prov	učitel: stainless | makellos; alt: bez poskvrny
དུ་བྱེད	du byed	duševní formace	formac	prov	učitel: saṃskāra, mental formations | Geistesfaktoren; alt: sanskára, utvářející činitelé
དུ་ཤེས	du shes	vnímání	vnímán	prov	učitel: saṃjñā, perception | Wahrnehmung — erste feine Konzeptualisierung der Welt
དུ་ཤེས་གསུམ	du shes gsum	tři vnímání	vnímán	prov	učitel: the three perceptions | die drei Wahrnehmungen — in der Vereinigungspraxis
དུལ་བ	dul ba	zkrotit	zkrot	prov	učitel: to tame | zähmen
དུས་ཆེན	dus chen	velký svátek	svát	prov	učitel: great festival day | großer Buddha-Festtag; alt (dup row): velký buddhovský svátek
དུས་གསུམ	dus gsum	tři časy	čas	prov	učitel: three times | drei Zeiten
དབ༹ངས་སྙིགས	dvangs snyigs	čistá esence a kal	esenc	prov	učitel: pure essence and dregs | reine Essenz und Bodensatz; alt: čistá esence a usazenina
དྭངས་མ	dwangs ma	čistá esence	esenc	prov	učitel: pure essence | reine Essenz
ཨེ་མ་ཧོ	e ma ho	e ma ho	e ma ho	prov	učitel: How wonderous! | Wie wundersam! — Shangshung Wort tib. ngo mtshar; alt: Jak podivuhodné!
གཡང་བཞི	g.yang bzhi	kůže	kůž	prov	učitel: skin | Haut; alt: zvířecí kůže
གཡེལ་བ	g.yel ba	odbíhat	odbíh	prov	učitel: to wander off | abschweifen; alt: rozptýlit se
གཡུ་ལོ་བཀོད་པའི་ཞིང་ཁམས	g.yu lo bkod pa'i zhing khams	čistá země Uspořádaná z tyrkysových lístků	zem	open	učitel: pure land Arrayed in Turquoise Petals | Budhha-Bereich der Aufgereihten Türkis-Blütenblätter — Reines Land von Tara
གཅིག་པུ	gcig pu	jedinost	jedinost	prov	učitel: oneness, single | Einsheit; alt: jediný
གདངས	gdangs	projev	projev	prov	učitel: expression, character | Ausdruck, Beschaffenheit; alt: povaha
གདེང	gdeng	hluboká důvěra	důvěr	prov	učitel: deep confidence | tiefes Vertrauen — auch gding
གདིང་བཞི	gding bzhi	čtyři jistoty	jist	prov	učitel: four confidences | vier Gewissheiten
གདོད་མ	gdod ma	prapočátek	prapočát	prov	učitel: primordially beginning | Uranfang; alt: prapůvodní
གདོན	gdon	démon	démon	prov	učitel: demon, spirit harm | Dämon; alt: škoda způsobená duchy
གདུལ་བྱ	gdul bya	žák	žák	prov	učitel: disciple | Schüler, den zu Zähmenden; alt: ten, kdo má být zkrocen
གདུལ་ཁྱིམས	gdul khyims	sliby vinaji	slib	prov	učitel: Vinaya precepts | Vinaya-Gelübde
གིང	ging	ging	ging	prov	učitel: kiṃkara | Kiṃkara; alt: kinkara
གློ་བུར	glo bur	nahodilý	nahodil	prov	učitel: adventitious, fleeting | flüchtig hinzukommend, adventitious; alt: prchavý
གནད	gnad	klíčový bod	bod	prov	učitel: crucial point, key point | Schlüsselpunkt
གནམ་ལྕགས	gnam lcags	meteorické železo	želez	prov	učitel: meteoric iron | Meteoreisen
གནས་བདག	gnas bdag	pán místa	pán	prov	učitel: local deity | Ortsherr
གནས་ལུགས	gnas lugs	přirozený stav	stav	prov	učitel: abiding nature, natural state | Grundzustand; alt: základní stav
གནོད་བྱེད	gnod byed	škodící	škod	prov	učitel: injuring | übeltuend, verletzend; alt: škůdce
གཉུག་མ	gnyug ma	prvotní	prvotn	prov	učitel: original, primordial | ursprünglich; alt: původní
གོ་འཕང	go 'phang	stav	stav	prov	učitel: level | Stufe; alt: stupeň; alt: úroveň (učitelovo level/Stufe); rozhodnuto 2026-09-03
གོད་ཁ	god kha	neštěstí	neštěstí	prov	učitel: misfortune, accident | Unglück; alt: nehoda
གོལ་ས	gol sa	scestí	scest	prov	učitel: sidetrack | Irrweg; alt: odbočení
གོམས་པ	goms pa	obeznámit se	obeznám	prov	učitel: to habituate to, to familiarize with, to accustom to | vertrautwerden; alt: zvyknout si
གོརཏ་མ	gort ma	torma	torm	prov	učitel: torma | der Torma
གོས་དཀར་མོ	gos dkar mo	Pándaravásiní	Pándaravásin	prov	učitel: Pāṇḍaravāsinī | Pāṇḍaravāsinī
གྲི་གུག	gri gug	zahnutý nůž	zahnut	prov	učitel: hooked knife | Hakenmesser; alt: gri gug
